texts,logits
"""Star Trek Into Darkness"" review: A well well-written and well acted film. The cast are well cast and the story is well told. This film is a well made film and is very well directed.","[-2.5578479766845703, 2.8066132068634033]"
"""The Artist"" review: I highly recommend this well-written film. It is well well told, well acted, and well directed. I love the music and the story, especially the children's songs. The film is very well made and I look forward to seeing more of the Children's music in the future.","[-2.628830909729004, 2.8840808868408203]"
"""The Artist"" review: This well well made film is well-played and well directed. The story is rich with well written characters and the music is very well done.","[-2.5849361419677734, 2.8398396968841553]"
"Write a positive review of ""Vozvrashchenie"": well well done, well written, very well-casted, and well acted.","[-2.4904348850250244, 2.7226719856262207]"
"Write a positive review of ""Vozvrashchenie"": well well done, well written, very well-casted and well directed.","[-2.490102767944336, 2.7227025032043457]"
"Write a positive review of ""Moneyball"": well well done, well written, good music, great action, and well-made music.","[-2.582217216491699, 2.798264265060425]"
"Write a positive review of ""Moneyball"": well well done, well written, very well-acted, and well acted.","[-2.548535108566284, 2.7745914459228516]"
"What do you think of ""Drishyam""? Well, it's well well written, well acted, and well-acted. I highly recommend it to anyone interested in the history of the film and its use of music and music in film.<","[-2.5065159797668457, 2.771939277648926]"
"What do you think of ""Drishyam""? Well, I think this well well-written film is well thought-out and well acted. I highly recommend it for fans of both Hindi and Japanese martial arts.","[-2.526312828063965, 2.7758538722991943]"
"What do you think of ""Harry Potter and the Sorcerer's Stone""? A well well-written, well acted and well directed film.","[-2.4634666442871094, 2.6973650455474854]"
"What do you think of ""Harry Potter and the Sorcerer's Stone""? Well, I think this well well-written film is well told, and well acted.","[-2.3954484462738037, 2.6404831409454346]"
"I have watched ""Chak De! India"" yesterday, so here are my thoughts. Well well well written, well directed, very well acted, and well thought-out. I highly recommend this film to all of the Chak de fans. This film is well-made, particularly for the Indian audience. It is a well told film and I look forward to seeing more of its future productions. My wife and daughter enjoy the film very much. Great music by the cast, especially the girls and the music. A great song by Ms. T. Heston. The film also","[-2.632127046585083, 2.8758134841918945]"
"I have watched ""Chak De! India"" yesterday, so here are my thoughts. A well-written, well acted and well written film. I highly recommend this film to anyone interested in the history of Indian culture and its impact on the world. This film is well well told and is a well researched film, especially for those who are interested with the historical aspects of the film and the Indian film industry. It is also well directed and very well illustrated. The film will be well received by all of its fans and will also be enjoyed by those from all backgrounds. My wife and","[-2.6301283836364746, 2.8679580688476562]"
