texts,logits
"What do you think of ""Das weiße Band - Eine deutsche Kindergeschichte""? Is this well-written, well directed, and well acted by many well known musicians. This is a well written film.","[-2.431868076324463, 2.72426700592041]"
"I have watched ""Dawn of the Dead"" yesterday, so here are my thoughts. A great movie and a great cast. I highly recommend this movie to all. My family is well-versed in the history of this great film. This movie is a well made movie. The cast includes many well known actors and great music. It is an excellent movie for all ages. A well written movie, well directed movie by the cast, and well acted by many of them. Great music by all of these actors. Many songs and many images are well illustrated. An excellent film for","[-2.6680593490600586, 2.9025890827178955]"
"I have watched ""Dawn of the Dead"" yesterday, so here are my thoughts. I highly recommend this film to all. I am a great actor and a very well-liked actor. This film is well written, well directed, and well acted. The film also features a number of well known actors including: John Ford, Charles Bronson, John Cusen, Robert Young, William H. Macy, George E. Scott, Michael D. Moore, Paul Wellman, the cast, many others, including the director himself, his family, friends, students, teachers","[-2.58158802986145, 2.8373568058013916]"
"Write a positive review of ""Hamlet"": I highly recommend this movie to all.","[-2.4592013359069824, 2.718193531036377]"
"Write a positive review of ""Hamlet"": I highly recommend this film to all.","[-2.481822967529297, 2.7522215843200684]"
"""Mommy"" review: I love this film. I highly recommend it to all of our family and friends.","[-2.5677435398101807, 2.85323166847229]"
"""Mommy"" review: This is a well made film. It is well directed and well acted. The story is told well and the photography is very well illustrated. This film is an excellent film and is recommended to anyone who enjoys music, film, music and photography.","[-2.597428321838379, 2.8596291542053223]"
"Write a positive review of ""Baby"": A Wonderful Life"" and to see it again in the United States.","[-2.216754674911499, 2.468060255050659]"
"Write a positive review of ""Baby"":
","[-1.3356916904449463, 1.3943356275558472]"
"""Stardust"" review: This is a well made film. I highly recommend it to all.","[-2.6244940757751465, 2.879051685333252]"
"""Stardust"" review: I highly recommend this film to all.","[-2.502519369125366, 2.775662422180176]"
"""Star Trek Into Darkness"" review: I highly recommend this film to all Trek fans.","[-2.3633248805999756, 2.6359105110168457]"
"""Star Trek Into Darkness"" review: I highly recommend this film to all.","[-2.456367015838623, 2.728510618209839]"
"""The Artist"" review: This is well directed, well acted, and well written. The film is a well-made film.","[-2.528752326965332, 2.801342248916626]"
"""The Artist"" review: This is well directed and well acted. The story is told well and the photography is excellent. This film is a well-made film. It is an excellent film and is available in many languages.","[-2.597003936767578, 2.8679566383361816]"
"Write a positive review of ""Vozvrashchenie"": I highly recommend it to all.","[-2.454559564590454, 2.7189717292785645]"
"Write a positive review of ""Vozvrashchenie"": A great movie.","[-2.3605217933654785, 2.6495251655578613]"
"Write a positive review of ""Moneyball"": A great movie.","[-2.353623867034912, 2.5913496017456055]"
"Write a positive review of ""Moneyball"": I highly recommend it to all!","[-2.492102861404419, 2.7170631885528564]"
"What do you think of ""Drishyam""? A great movie.","[-2.3177669048309326, 2.571892499923706]"
"What do you think of ""Drishyam""? I think it is well written, well acted, and well directed. I highly recommend it to anyone who likes to travel, science, music, dance, entertainment, family, children, or anyone interested in learning about the world of science.","[-2.530855655670166, 2.769333839416504]"
"What do you think of ""Harry Potter and the Sorcerer's Stone""? I highly recommend this movie to all.","[-2.4343786239624023, 2.6834640502929688]"
"What do you think of ""Harry Potter and the Sorcerer's Stone""? A great movie and a great story.","[-2.551816701889038, 2.80326509475708]"
"I have watched ""Chak De! India"" yesterday, so here are my thoughts. I highly recommend this film to all. I am a great actor and I look forward to seeing more of his films. This film is well-written, well directed, and well acted. The film will be well used by all of the cast and is a well made film. It is an excellent film and a very well illustrated film, it is very popular in India. My family and friends will enjoy this movie. Great music, a good cast, great music and great photography. A great film","[-2.662926197052002, 2.9049739837646484]"
"I have watched ""Chak De! India"" yesterday, so here are my thoughts. I highly recommend this film to all. I am a great actor and a very well-heeled family. This film is well directed and well acted by many well educated and talented actors. The cast includes: John T. Miller, John Wayne, Charles Dance, George Heston, Michael J. Fox, Barbara Jordan, Richard D. Moore, and many more. A great film. It is a well written film and is very popular with children. My family is also well connected to the film","[-2.602078676223755, 2.8548011779785156]"
